[2019-12-14 06:00:43] RabbitPrint.WARNING:  | | | proses_daftar_invoice.php -> hapus_pelanggan [] []
[2019-12-14 07:09:22] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-12-14 07:09:22] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty, invk.invoice_keluar_detail_harga, invk.invoice_keluar_detail_subtotal_harga FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id LEFT JOIN invoice_keluar_detail invk ON invk.invoice_keluar_detail_surat_jalan_nomor = sj.surat_jalan_key WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-12-14 07:09:27] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-12-14 07:09:27] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-12-14 07:09:27] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-12-14 07:09:27] RabbitPrint.WARNING:  | | | daftar_invoice.php -> jml. invoice : 0 [] []
[2019-12-14 07:09:27] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:09:43] RabbitPrint.WARNING:  | | | cetak_invoice.php -> sel_invoice : SELECT dinv.*, inv.*, sj.surat_jalan_nomor, sj.surat_jalan_tanggal FROM invoice_keluar inv JOIN invoice_keluar_detail dinv ON dinv.invoice_keluar_detail_no_invoice = inv.invoice_keluar_no_invoice JOIN surat_jalan sj ON sj.surat_jalan_key = dinv.invoice_keluar_detail_surat_jalan_nomor WHERE inv.invoice_keluar_tanggal_kirim BETWEEN '2019-12-01' AND '2019-12-31' AND inv.invoice_keluar_pelanggan_id = 4 [] []
[2019-12-14 07:09:43] RabbitPrint.WARNING:  | | | cetak_invoice.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:09:48] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-12-14 07:09:48] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-12-14 07:09:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-12-14 07:09:48] RabbitPrint.WARNING:  | | | daftar_invoice.php -> jml. invoice : 0 [] []
[2019-12-14 07:09:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:11:19] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:11:19] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:11:19] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:11:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:11:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:11:24] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:11:24] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000015 [] []
[2019-12-14 07:11:24] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:14:36] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-12-14 07:14:36] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-12-14 07:14:36] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-12-14 07:14:36] RabbitPrint.WARNING:  | | | daftar_invoice.php -> jml. invoice : 0 [] []
[2019-12-14 07:14:36] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:14:41] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-12-14 07:14:41] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-12-14 07:14:41] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty, invk.invoice_keluar_detail_harga, invk.invoice_keluar_detail_subtotal_harga FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id LEFT JOIN invoice_keluar_detail invk ON invk.invoice_keluar_detail_surat_jalan_nomor = sj.surat_jalan_key WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-12-14 07:14:44] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-12-14 07:14:44] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-12-14 07:14:44] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-12-14 07:14:44] RabbitPrint.WARNING:  | | | daftar_invoice.php -> jml. invoice : 0 [] []
[2019-12-14 07:14:44] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:14:57] RabbitPrint.WARNING:  | | | cetak_invoice.php -> sel_invoice : SELECT dinv.*, inv.*, sj.surat_jalan_nomor, sj.surat_jalan_tanggal FROM invoice_keluar inv JOIN invoice_keluar_detail dinv ON dinv.invoice_keluar_detail_no_invoice = inv.invoice_keluar_no_invoice JOIN surat_jalan sj ON sj.surat_jalan_key = dinv.invoice_keluar_detail_surat_jalan_nomor WHERE inv.invoice_keluar_tanggal_kirim BETWEEN '2019-12-01' AND '2019-12-31' AND inv.invoice_keluar_pelanggan_id = 4 [] []
[2019-12-14 07:14:57] RabbitPrint.WARNING:  | | | cetak_invoice.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:15:02] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-12-14 07:15:02] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-12-14 07:15:02] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-12-14 07:15:02] RabbitPrint.WARNING:  | | | daftar_invoice.php -> jml. invoice : 0 [] []
[2019-12-14 07:15:02] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:15:12] RabbitPrint.WARNING:  | | | cetak_invoice.php -> sel_invoice : SELECT SUM(inv.invoice_keluar_total_harga) AS total, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE inv.invoice_keluar_tanggal_kirim BETWEEN '01-12-2019' AND '31-12-2019' GROUP BY plg.pelanggan_nama [] []
[2019-12-14 07:15:17] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-12-14 07:15:17] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-12-14 07:15:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-12-14 07:15:17] RabbitPrint.WARNING:  | | | daftar_invoice.php -> jml. invoice : 0 [] []
[2019-12-14 07:15:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:21:45] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:21:45] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:21:45] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:22:08] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:22:08] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:22:08] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:22:13] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-12-14 07:22:13] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:25] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:22:25] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:22:25] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:22:33] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-12-14 07:22:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:38] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:42] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:22:42] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:22:42] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000015 [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:22:58] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:14] RabbitPrint.WARNING:  | | | proses_daftar_sjalan.php -> hapus_srtjalan [] []
[2019-12-14 07:23:14] RabbitPrint.WARNING:  | | | proses_daftar_sjalan.php -> del_srtjalan : DELETE FROM surat_jalan WHERE surat_jalan_key = 'SRJ/20191213/003' [] []
[2019-12-14 07:23:14] RabbitPrint.WARNING:  | | | proses_daftar_sjalan.php -> del_srtjalan -> BERHASIL [] []
[2019-12-14 07:23:14] RabbitPrint.WARNING:  | | | proses_daftar_sjalan.php -> del_detailpsn : DELETE FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20191213/003' [] []
[2019-12-14 07:23:14] RabbitPrint.WARNING:  | | | proses_daftar_sjalan.php -> del_detailpsn -> BERHASIL [] []
[2019-12-14 07:23:14] RabbitPrint.WARNING:  | | | proses_daftar_sjalan.php -> sel_sj : SELECT invoice_keluar_detail_no_invoice, invoice_keluar_detail_subtotal_harga FROM invoice_keluar_detail WHERE invoice_keluar_detail_surat_jalan_nomor = 'SRJ/20191213/003' [] []
[2019-12-14 07:23:14] RabbitPrint.WARNING:  | | | proses_daftar_sjalan.php -> del_detailpsn : DELETE FROM invoice_keluar_detail WHERE invoice_keluar_detail_surat_jalan_nomor = 'SRJ/20191213/003' [] []
[2019-12-14 07:23:18] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:23:18] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:23:18] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:18] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:18] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:18] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:22] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:23:22] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:23:22] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:23:28] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-12-14 07:23:28] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> buat_suratjalan [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20191214/%' [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20191214/001 [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000011","surat_jalan_detail_nama_barang":"BARANG KAIN S","surat_jalan_detail_jenis_print":"MOTIF KAIN S","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"P0390","surat_jalan_detail_nama_warna":"BIRU","surat_jalan_detail_ukuran":"","surat_jalan_detail_subtotal_qty":"10","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll","surat_jalan_detail_keterangan":""},{"surat_jalan_detail_pesanan_key":"0000000012","surat_jalan_detail_nama_barang":"KDFJJ","surat_jalan_detail_jenis_print":"KJDFJ","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"84KJDF","surat_jalan_detail_nama_warna":"KUNING","surat_jalan_detail_ukuran":"","surat_jalan_detail_subtotal_qty":"10","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"2","surat_jalan_detail_satuan_pack":"Roll","surat_jalan_detail_keterangan":""},{"surat_jalan_detail_pesanan_key":"0000000013","surat_jalan_detail_nama_barang":"KSDMK","surat_jalan_detail_jenis_print":"KMSADKMK","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"KD9898","surat_jalan_detail_nama_warna":"PINK","surat_jalan_detail_ukuran":"","surat_jalan_detail_subtotal_qty":"20","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll","surat_jalan_detail_keterangan":""},{"surat_jalan_detail_pesanan_key":"0000000014","surat_jalan_detail_nama_barang":"PASDN","surat_jalan_detail_jenis_print":"KNSKDN","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"094JI","surat_jalan_detail_nama_warna":"BIRU","surat_jalan_detail_ukuran":"","surat_jalan_detail_subtotal_qty":"15","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"2","surat_jalan_detail_satuan_pack":"Roll","surat_jalan_detail_keterangan":""}] [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> sql_pesanan :  [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_ukuran, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/001', 'P0390', 'BIRU', '0000000011', 'BARANG KAIN S', 'MOTIF KAIN S', 2, '', 10, 'Kg', 1, 'Roll', ''),( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/001', '84KJDF', 'KUNING', '0000000012', 'KDFJJ', 'KJDFJ', 2, '', 10, 'Kg', 2, 'Roll', ''),( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/001', 'KD9898', 'PINK', '0000000013', 'KSDMK', 'KMSADKMK', 2, '', 20, 'Kg', 1, 'Roll', ''),( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/001', '094JI', 'BIRU', '0000000014', 'PASDN', 'KNSKDN', 2, '', 15, 'Kg', 2, 'Roll', '') [] []
